timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-06-11 15:51:54.960,julius-pod-bu-165,Running,minikube-m02,minikube,119,11
2024-06-11 15:51:56.284,julius-pod-bu-165,Succeeded,minikube-m02,minikube,119,11
2024-06-11 15:51:57.219,julius-pod-bu-165,Succeeded,minikube-m02,minikube,119,11
2024-06-11 15:51:58.088,mrleo-pod-bu-61,Pending,minikube-m02,minikube-m02,86,0
2024-06-11 15:51:58.146,mrleo-pod-bu-61,Pending,minikube-m02,minikube-m02,86,0
2024-06-11 15:51:59.475,mrleo-pod-bu-61,Running,minikube-m02,minikube-m02,86,0
2024-06-11 15:52:20.373,aeneas-pod-bu-189,Pending,minikube-m02,minikube-m02,69,0
2024-06-11 15:52:20.417,aeneas-pod-bu-189,Pending,minikube-m02,minikube-m02,69,0
2024-06-11 15:52:22.424,aeneas-pod-bu-189,Running,minikube-m02,minikube-m02,69,0
2024-06-11 15:52:22.802,julius-pod-bu-176,Running,minikube,minikube,96,0
2024-06-11 15:52:24.349,julius-pod-bu-176,Succeeded,minikube,minikube,96,0
2024-06-11 15:52:25.116,julius-pod-bu-176,Succeeded,minikube,minikube,96,0
